task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
M27,1.0,j_19951,1,Terminated,359173,359183,100.0,0.3
M2,1.0,j_19951,1,Terminated,359173,359177,100.0,0.3
R25_24,1.0,j_19951,1,Terminated,359173,359230,100.0,0.54
R10_9,1.0,j_19951,1,Terminated,359173,359173,100.0,0.39
M11_10,1.0,j_19951,1,Terminated,359173,359179,100.0,0.35
M21,1.0,j_19951,1,Terminated,359173,359264,100.0,0.3
M4,1.0,j_19951,1,Terminated,359173,359178,100.0,0.3
M7,1.0,j_19951,1,Terminated,359173,359181,100.0,0.35
M13,1.0,j_19951,1,Terminated,359173,359202,100.0,0.35
R15_14,5.0,j_19951,1,Running,359173,359309,100.0,0.69
M26,1.0,j_19951,1,Terminated,359173,359178,100.0,0.3
M1,1.0,j_19951,1,Terminated,359173,359193,100.0,0.3
J19_17_18,3.0,j_19951,1,Terminated,359173,359194,100.0,0.64
R20_19,3.0,j_19951,1,Terminated,359173,359211,100.0,0.54
R5_7,1.0,j_19951,1,Terminated,359173,359181,100.0,0.49
R6_5,1.0,j_19951,1,Terminated,359173,359181,100.0,0.39
M16,1.0,j_19951,1,Terminated,359173,359176,100.0,0.3
M3,2.0,j_19951,1,Terminated,359173,359180,100.0,0.3
R22_21,1.0,j_19951,1,Terminated,359173,359265,100.0,0.49
J28_8_11_12_13_15_16_20_21_22_23_25_26_27,19.0,j_19951,1,Running,359173,359309,100.0,0.79
J29_6_7_28,21.0,j_19951,1,Running,359173,359309,100.0,0.59
J30_7_29,23.0,j_19951,1,Running,359173,359309,100.0,0.64
J31_1_2_3_4_24_27_30,31.0,j_19951,1,Failed,359173,359309,100.0,0.59
R32_31,31.0,j_19951,1,Running,359173,359309,100.0,0.39
M10,1.0,j_19953,1,Terminated,621729,621733,50.0,0.2
M8,1.0,j_19953,1,Terminated,621729,621732,50.0,0.2
R9_8,1.0,j_19953,1,Terminated,621729,621735,50.0,0.2
M12,1.0,j_19953,1,Terminated,621729,621740,50.0,0.2
R3_12,1.0,j_19953,1,Terminated,621729,621745,50.0,0.2
M13,1.0,j_19953,1,Terminated,621729,621733,50.0,0.2
R14_13,1.0,j_19953,1,Terminated,621729,621737,50.0,0.2
M4,1.0,j_19953,1,Terminated,621729,621765,50.0,0.59
J5_3_4,3.0,j_19953,1,Terminated,621729,621817,50.0,0.39
M1,1.0,j_19953,1,Terminated,621729,621733,50.0,0.2
R2_1,1.0,j_19953,1,Terminated,621729,621737,50.0,0.2
M6,1.0,j_19953,1,Terminated,621729,621734,50.0,0.2
R7_6,1.0,j_19953,1,Terminated,621729,621738,50.0,0.2
R11_10,1.0,j_19953,1,Terminated,621729,621736,50.0,0.2
J15_2_7_9_11_12_14,1.0,j_19953,1,Terminated,621729,621748,50.0,0.2
R16_5_15,1.0,j_19953,1,Terminated,621729,621822,50.0,0.2
M1,71.0,j_19965,1,Terminated,390226,390273,50.0,0.39
M5,40.0,j_19965,1,Terminated,390226,390266,50.0,0.39
R6_5,7.0,j_19965,1,Terminated,390226,390325,50.0,0.39
R7_6,5.0,j_19965,1,Terminated,390226,390366,50.0,0.39
M23,541.0,j_19965,1,Terminated,390226,390363,50.0,0.59
R18_23,273.0,j_19965,1,Terminated,390226,390531,50.0,0.49
R19_18,265.0,j_19965,1,Terminated,390226,390642,50.0,0.39
R20_19,245.0,j_19965,1,Terminated,390226,390735,50.0,0.39
R24_23,269.0,j_19965,1,Terminated,390226,390533,50.0,0.49
R25_24,261.0,j_19965,1,Terminated,390226,390639,50.0,0.39
R21_20,215.0,j_19965,1,Terminated,390226,390803,50.0,0.39
R26_25,241.0,j_19965,1,Terminated,390226,390726,50.0,0.39
R27_26,201.0,j_19965,1,Terminated,390226,390789,50.0,0.39
R2_5,7.0,j_19965,1,Terminated,390226,390329,50.0,0.39
R3_2,5.0,j_19965,1,Terminated,390226,390395,50.0,0.39
R4_3,3.0,j_19965,1,Terminated,390226,390425,50.0,0.3
R22_21,25.0,j_19965,1,Terminated,390226,390889,50.0,0.39
M13,23.0,j_19965,1,Terminated,390226,390271,50.0,0.39
R10_13,5.0,j_19965,1,Terminated,390226,390352,50.0,0.39
R11_10,5.0,j_19965,1,Terminated,390226,390386,50.0,0.39
R14_13,5.0,j_19965,1,Terminated,390226,390342,50.0,0.39
R15_14,5.0,j_19965,1,Terminated,390226,390394,50.0,0.39
R16_15,1.0,j_19965,1,Terminated,390226,390446,50.0,0.39
R17_16,1.0,j_19965,1,Terminated,390226,390493,50.0,0.39
R28_27,25.0,j_19965,1,Terminated,390226,390867,50.0,0.39
R29_28,7.0,j_19965,1,Terminated,390226,390981,50.0,0.39
R8_7,3.0,j_19965,1,Terminated,390226,390393,50.0,0.3
R9_8,1.0,j_19965,1,Terminated,390226,390452,50.0,0.39
R12_11,1.0,j_19965,1,Terminated,390226,390451,50.0,0.39
J30_4_9_12_17_22_29,13.0,j_19965,1,Terminated,390226,391150,50.0,0.49
J31_1_30,151.0,j_19965,1,Terminated,390226,391179,50.0,0.39
M13,1.0,j_20027,1,Terminated,456896,456904,50.0,0.2
M8,1.0,j_20027,1,Terminated,456896,456904,50.0,0.2
M12,1.0,j_20027,1,Terminated,456896,456902,50.0,0.2
M7,4.0,j_20027,1,Terminated,456896,456936,50.0,0.39
M14,2.0,j_20027,1,Terminated,456896,456913,50.0,0.39
J15_13_14,3.0,j_20027,1,Terminated,456896,456940,50.0,0.2
J16_12_15,3.0,j_20027,1,Terminated,456896,456951,50.0,0.2
J9_12_14,3.0,j_20027,1,Terminated,456896,456920,50.0,0.2
J10_7_8_9,3.0,j_20027,1,Terminated,456896,456975,50.0,0.39
R11_10,3.0,j_20027,1,Terminated,456896,456982,50.0,0.2
M6,1.0,j_20027,1,Terminated,456896,456900,50.0,0.2
J1_7_8_14,3.0,j_20027,1,Terminated,456896,456943,50.0,0.3
R2_1,3.0,j_20027,1,Terminated,456896,456951,50.0,0.2
R3_2,3.0,j_20027,1,Terminated,456896,456970,50.0,0.2
J4_7_14,3.0,j_20027,1,Terminated,456896,456978,50.0,0.3
R5_4,3.0,j_20027,1,Terminated,456896,456986,50.0,0.2
J17_3_5_6_11_12_16,3.0,j_20027,1,Terminated,456896,456996,50.0,0.2
M3,368.0,j_20118,1,Terminated,517366,517368,50.0,0.2
R4_3,1.0,j_20118,1,Terminated,517366,517368,50.0,0.2
M6,566.0,j_20118,1,Terminated,517366,517370,50.0,0.39
R1_6,1.0,j_20118,1,Terminated,517366,517370,50.0,0.2
J2_1_3,1.0,j_20118,1,Terminated,517366,517370,50.0,0.2
R5_4,1.0,j_20118,1,Terminated,517366,517368,50.0,0.2
J7_5_6,1.0,j_20118,1,Terminated,517366,517370,50.0,0.2
R8_7,1.0,j_20118,1,Terminated,517366,517370,50.0,0.2
J9_2_8,1.0,j_20118,1,Terminated,517366,517370,50.0,0.2
R10_9,1.0,j_20118,1,Terminated,517366,517370,50.0,0.2
R11_10,1.0,j_20118,1,Terminated,517366,517370,50.0,0.2
M9,4.0,j_20143,1,Terminated,606764,606773,100.0,0.3
M1,799.0,j_20143,1,Terminated,606765,606782,100.0,0.3
M4,1.0,j_20143,1,Terminated,606764,606770,100.0,0.3
R5_4,1.0,j_20143,1,Terminated,606770,606774,100.0,0.39
M2,1.0,j_20143,1,Terminated,606764,606769,100.0,0.3
M3,1.0,j_20143,1,Terminated,606764,606769,100.0,0.3
J6_2_3_5,3.0,j_20143,1,Terminated,606775,606781,100.0,0.59
J7_1_6,402.0,j_20143,1,Terminated,606783,606808,100.0,0.59
R8_7,7.0,j_20143,1,Terminated,606808,606817,100.0,0.49
J10_8_9,1.0,j_20143,1,Terminated,606817,606829,100.0,0.59
R11_10,1.0,j_20143,1,Terminated,606829,606834,100.0,0.49
R12_11,1.0,j_20143,1,Terminated,606834,606837,100.0,0.39
M7,1.0,j_20144,1,Terminated,506016,506018,50.0,0.2
M5,5.0,j_20144,1,Terminated,506016,506028,50.0,0.39
M9,2.0,j_20144,1,Terminated,506016,506023,50.0,0.3
R8_7,1.0,j_20144,1,Terminated,506016,506022,50.0,0.2
M3,5.0,j_20144,1,Terminated,506016,506028,50.0,0.39
M15,27.0,j_20144,1,Terminated,506016,506093,50.0,0.59
M11,2.0,j_20144,1,Terminated,506016,506028,50.0,0.3
M12,3.0,j_20144,1,Terminated,506016,506031,50.0,0.3
M10,1.0,j_20144,1,Terminated,506016,506022,50.0,0.2
M6,2.0,j_20144,1,Terminated,506016,506035,50.0,0.39
M2,4.0,j_20144,1,Terminated,506016,506042,50.0,0.39
J4_2_3,1000.0,j_20144,1,Terminated,506016,506050,50.0,0.2
R13_12,3.0,j_20144,1,Terminated,506016,506069,50.0,0.3
M1,2.0,j_20144,1,Terminated,506016,506059,50.0,0.39
M14,1.0,j_20144,1,Terminated,506016,506021,50.0,0.2
J16_14_15,1000.0,j_20144,1,Terminated,506016,506103,50.0,0.2
R17_16,3.0,j_20144,1,Terminated,506016,506109,50.0,0.2
M19,5.0,j_20144,1,Terminated,506016,506073,50.0,0.59
J20_19,1000.0,j_20144,1,Terminated,506016,506082,50.0,0.2
R18_19,3.0,j_20144,1,Terminated,506016,506092,50.0,0.3
J21_18_20,1000.0,j_20144,1,Terminated,506016,506106,50.0,0.2
J22_19_21,1000.0,j_20144,1,Terminated,506016,506330,50.0,0.69
J23_13_17_22,1000.0,j_20144,1,Terminated,506016,506377,50.0,0.39
J24_11_23,1000.0,j_20144,1,Terminated,506016,506769,50.0,0.49
J25_10_24,1000.0,j_20144,1,Terminated,506016,506825,50.0,0.39
J26_8_9_25,1000.0,j_20144,1,Terminated,506016,507263,50.0,0.49
J27_1_2_4_5_6_26,1000.0,j_20144,1,Terminated,506016,507311,50.0,0.39
R28_27,15.0,j_20144,1,Terminated,506016,507337,50.0,0.39
M5,1.0,j_20207,1,Terminated,206074,206081,100.0,0.3
M13,6.0,j_20207,1,Terminated,206074,206079,100.0,0.3
M10,1.0,j_20207,1,Terminated,206074,206075,100.0,0.3
M7,1.0,j_20207,1,Terminated,206074,206077,100.0,0.3
R8_7,1.0,j_20207,1,Terminated,206074,206077,100.0,0.49
R9_8,1.0,j_20207,1,Terminated,206074,206077,100.0,0.39
M1,1.0,j_20207,1,Terminated,206074,206082,100.0,0.3
R2_1,1.0,j_20207,1,Terminated,206074,206084,100.0,0.49
R3_2,1.0,j_20207,1,Terminated,206074,206084,100.0,0.39
M16,1.0,j_20207,1,Terminated,206074,206083,100.0,0.3
M4,1.0,j_20207,1,Terminated,206074,206076,100.0,0.3
M12,1.0,j_20207,1,Terminated,206074,206082,100.0,0.3
M14,1.0,j_20207,1,Terminated,206074,206076,100.0,0.3
R15_14,1.0,j_20207,1,Terminated,206074,206076,100.0,0.49
R17_16,1.0,j_20207,1,Terminated,206074,206083,100.0,0.49
J6_4_5,3.0,j_20207,1,Terminated,206074,206082,100.0,0.59
R11_10,1.0,j_20207,1,Terminated,206074,206075,100.0,0.39
J18_9_11_12_13_15_17,11.0,j_20207,1,Terminated,206074,206083,100.0,0.59
J19_3_6_18,15.0,j_20207,1,Terminated,206074,206089,100.0,0.59
R20_19,15.0,j_20207,1,Terminated,206074,206089,100.0,0.49
R21_20,1.0,j_20207,1,Terminated,206074,206089,100.0,0.39
M2,1.0,j_20231,1,Terminated,480966,480967,100.0,0.3
R3_2,1.0,j_20231,1,Terminated,480966,480967,100.0,0.49
M7,7.0,j_20231,1,Terminated,480966,480970,100.0,0.3
M10,1.0,j_20231,1,Terminated,480966,480967,100.0,0.3
R1_2,1.0,j_20231,1,Terminated,480966,480968,100.0,0.49
R8_7,7.0,j_20231,1,Terminated,480966,480970,100.0,0.49
R11_10,1.0,j_20231,1,Terminated,480966,480967,100.0,0.39
M9,1.0,j_20231,1,Terminated,480966,480972,100.0,0.3
M4,1.0,j_20231,1,Terminated,480966,480967,100.0,0.3
R5_4,1.0,j_20231,1,Terminated,480966,480967,100.0,0.49
R6_5,1.0,j_20231,1,Terminated,480966,480967,100.0,0.39
J12_6_8_9_11,11.0,j_20231,1,Terminated,480966,480972,100.0,0.59
J13_1_3_12,13.0,j_20231,1,Terminated,480966,480974,100.0,0.59
R14_13,13.0,j_20231,1,Terminated,480966,480974,100.0,0.49
R15_14,13.0,j_20231,1,Terminated,480966,480976,100.0,0.49
R16_15,13.0,j_20231,1,Terminated,480966,480976,100.0,0.49
R17_16,1.0,j_20231,1,Terminated,480966,480976,100.0,0.39
M8,1045.0,j_20350,1,Terminated,541854,541958,50.0,0.59
M1,81.0,j_20350,1,Terminated,541853,541925,50.0,0.59
M10,877.0,j_20350,1,Terminated,541854,541954,50.0,0.59
M3,213.0,j_20350,1,Terminated,541854,541990,50.0,0.39
M6,183.0,j_20350,1,Terminated,541854,541928,50.0,0.3
R4_3,1.0,j_20350,1,Terminated,541854,542376,50.0,0.2
R2_1,75.0,j_20350,1,Terminated,541854,542050,50.0,0.39
M5,6.0,j_20350,1,Terminated,541853,541922,50.0,0.39
M7,183.0,j_20350,1,Terminated,541854,541890,50.0,0.2
J9_7_8,361.0,j_20350,1,Terminated,541853,542049,50.0,0.39
J11_6_9_10,175.0,j_20350,1,Terminated,541853,542146,50.0,0.39
J12_5_11,3.0,j_20350,1,Terminated,541853,542265,50.0,0.3
J13_4_12,1.0,j_20350,1,Terminated,541853,542400,50.0,0.39
J14_2_13,75.0,j_20350,1,Terminated,541853,542517,50.0,0.39
M4,2.0,j_20522,1,Terminated,360194,360199,50.0,0.3
R5_4,3.0,j_20522,1,Terminated,360194,360208,50.0,0.2
M12,3.0,j_20522,1,Terminated,360194,360209,50.0,0.3
R11_12,3.0,j_20522,1,Terminated,360194,360214,50.0,0.2
M1,144.0,j_20522,1,Terminated,360194,360249,50.0,0.59
J13_11_12,3.0,j_20522,1,Terminated,360194,360228,50.0,0.3
M2,1.0,j_20522,1,Terminated,360194,360199,50.0,0.2
R3_2,3.0,j_20522,1,Terminated,360194,360210,50.0,0.2
M9,1.0,j_20522,1,Terminated,360194,360205,50.0,0.3
M6,1.0,j_20522,1,Terminated,360194,360204,50.0,0.3
R7_6,3.0,j_20522,1,Terminated,360194,360213,50.0,0.39
R8_7,1.0,j_20522,1,Terminated,360194,360222,50.0,0.2
J10_8_9,3.0,j_20522,1,Terminated,360194,360238,50.0,0.2
J14_10_13,3.0,j_20522,1,Terminated,360194,360255,50.0,0.2
J15_1_3_5_14,59.0,j_20522,1,Terminated,360194,360339,50.0,0.39
R16_15,3.0,j_20522,1,Terminated,360194,360348,50.0,0.2
M20,1.0,j_20598,1,Terminated,236800,236801,100.0,0.3
R19_20,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
M14,1.0,j_20598,1,Terminated,236800,236802,100.0,0.3
M11,1.0,j_20598,1,Terminated,236800,236801,100.0,0.3
R10_11,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
M21,1.0,j_20598,1,Terminated,236800,236801,100.0,0.3
R2_21,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R22_21,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R5_11,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R6_14,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R7_6,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R12_14,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R13_12,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R1_21,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R3_1_2,3.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R4_3,1.0,j_20598,1,Terminated,236800,236801,100.0,0.39
M16,1.0,j_20598,1,Terminated,236800,236801,100.0,0.3
R15_16,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R8_16,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
M18,1.0,j_20598,1,Terminated,236800,236801,100.0,0.3
R9_18,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
R17_18,1.0,j_20598,1,Terminated,236800,236801,100.0,0.49
M23,1.0,j_20598,1,Terminated,236800,236801,100.0,0.3
J24_4_5_7_8_9_10_11_13_14_15_16_17_18_19_20_22_23,17.0,j_20598,1,Terminated,236800,236802,100.0,0.59
R25_24,1.0,j_20598,1,Terminated,236800,236802,100.0,0.39
M8,1.0,j_20673,1,Terminated,491821,491822,100.0,0.3
R1_8,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R2_1,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R3_2,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R9_8,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R10_9,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R11_10,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R12_11,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R13_12,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R4_3,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R5_4,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R6_5,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R7_6,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R14_13,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R15_14,1.0,j_20673,1,Terminated,491821,491822,100.0,0.49
R16_7_15,3.0,j_20673,1,Terminated,491821,491822,100.0,0.39
M1,2.0,j_20691,1,Terminated,294491,294513,50.0,0.39
M12,1.0,j_20691,1,Terminated,294491,294501,50.0,0.2
M3,3.0,j_20691,1,Terminated,294491,294536,50.0,0.39
R13_12,1.0,j_20691,1,Terminated,294491,294505,50.0,0.2
M2,9.0,j_20691,1,Terminated,294491,294578,50.0,0.49
M14_13,5.0,j_20691,1,Terminated,294491,294550,50.0,0.2
M6,10.0,j_20691,1,Terminated,294491,294495,50.0,0.2
R7_6,3.0,j_20691,1,Terminated,294491,294499,50.0,0.2
R8_7,1.0,j_20691,1,Terminated,294491,294503,50.0,0.2
M10,253.0,j_20691,1,Terminated,294492,294572,50.0,0.49
M4,1.0,j_20691,1,Terminated,294491,294494,50.0,0.2
R5_4,1.0,j_20691,1,Terminated,294491,294498,50.0,0.2
M9,192.0,j_20691,1,Terminated,294491,294569,50.0,0.59
M11,124.0,j_20691,1,Terminated,294491,294577,50.0,0.59
J15_11_14,271.0,j_20691,1,Terminated,294491,294592,50.0,0.39
J16_10_15,551.0,j_20691,1,Terminated,294491,294624,50.0,0.39
J17_5_8_9_16,423.0,j_20691,1,Terminated,294491,294657,50.0,0.39
J18_2_3_17,27.0,j_20691,1,Terminated,294491,294690,50.0,0.39
J19_1_18,3.0,j_20691,1,Terminated,294491,294706,50.0,0.39
M1,1.0,j_20842,1,Terminated,234950,234951,100.0,0.3
M7,1.0,j_20842,1,Terminated,234950,234952,100.0,0.3
M6,6.0,j_20842,1,Terminated,234950,234951,100.0,0.3
M8,1.0,j_20842,1,Terminated,234950,234951,100.0,0.3
R9_8,1.0,j_20842,1,Terminated,234950,234951,100.0,0.49
R2_1,1.0,j_20842,1,Terminated,234950,234951,100.0,0.49
M4,7.0,j_20842,1,Terminated,234950,234952,100.0,0.3
R5_4,7.0,j_20842,1,Terminated,234950,234953,100.0,0.49
R10_9,1.0,j_20842,1,Terminated,234950,234951,100.0,0.39
R3_2,1.0,j_20842,1,Terminated,234950,234951,100.0,0.39
J11_3_5_6_7_10,17.0,j_20842,1,Terminated,234950,234953,100.0,0.59
R12_11,17.0,j_20842,1,Terminated,234950,234953,100.0,0.49
R13_12,1.0,j_20842,1,Terminated,234950,234953,100.0,0.39
M1,2.0,j_20896,1,Terminated,281722,281803,50.0,0.39
R14_1,1.0,j_20896,1,Terminated,281722,281808,50.0,0.3
R18_1,1.0,j_20896,1,Terminated,281722,281806,50.0,0.2
R15_1,1.0,j_20896,1,Terminated,281722,281808,50.0,0.2
R19_1,1.0,j_20896,1,Terminated,281722,281806,50.0,0.2
R12_1,1.0,j_20896,1,Terminated,281722,281812,50.0,0.39
R6_1,1.0,j_20896,1,Terminated,281722,281809,50.0,0.3
R9_1,1.0,j_20896,1,Terminated,281722,281808,50.0,0.2
R5_1,1.0,j_20896,1,Terminated,281722,281809,50.0,0.3
R10_1,1.0,j_20896,1,Terminated,281722,281810,50.0,0.2
R11_1,1.0,j_20896,1,Terminated,281722,281808,50.0,0.2
R20_1,1.0,j_20896,1,Terminated,281722,281808,50.0,0.2
R16_1,1.0,j_20896,1,Terminated,281722,281808,50.0,0.2
R21_1,1.0,j_20896,1,Terminated,281722,281807,50.0,0.2
R4_1,1.0,j_20896,1,Terminated,281722,281811,50.0,0.3
R13_1,1.0,j_20896,1,Terminated,281722,281808,50.0,0.3
R8_1,1.0,j_20896,1,Terminated,281722,281806,50.0,0.2
R3_1,1.0,j_20896,1,Terminated,281722,281812,50.0,0.3
R17_1,1.0,j_20896,1,Terminated,281722,281809,50.0,0.3
R2_1,3.0,j_20896,1,Terminated,281722,281811,50.0,0.39
R7_1,1.0,j_20896,1,Terminated,281722,281812,50.0,0.3
M4,1.0,j_20905,1,Terminated,630391,630446,50.0,0.2
M17,1.0,j_20905,1,Terminated,630391,630531,50.0,0.2
R8_17,1.0,j_20905,1,Terminated,630391,630540,50.0,0.2
M1,1.0,j_20905,1,Terminated,630391,630398,50.0,0.2
M12,4.0,j_20905,1,Terminated,630391,630398,50.0,0.2
R13_12,1.0,j_20905,1,Terminated,630391,630615,50.0,0.2
R14_13,1.0,j_20905,1,Terminated,630391,630768,50.0,0.2
M25,1.0,j_20905,1,Terminated,630391,630513,50.0,0.2
R26_25,1.0,j_20905,1,Terminated,630391,630643,50.0,0.2
R2_1,1.0,j_20905,1,Terminated,630391,630449,50.0,0.2
M23,1.0,j_20905,1,Terminated,630391,630420,50.0,0.2
R15_17,1.0,j_20905,1,Terminated,630391,630630,50.0,0.2
J16_14_15,1.0,j_20905,1,Terminated,630391,630779,50.0,0.2
M20,10.0,j_20905,1,Terminated,630391,630398,50.0,0.2
R3_2,1.0,j_20905,1,Terminated,630391,630592,50.0,0.2
M18,1.0,j_20905,1,Terminated,630391,630465,50.0,0.2
R21_20,1.0,j_20905,1,Terminated,630391,630595,50.0,0.2
R22_21,1.0,j_20905,1,Terminated,630391,630611,50.0,0.2
J19_18_22,1.0,j_20905,1,Terminated,630391,630620,50.0,0.2
J24_22_23,1.0,j_20905,1,Terminated,630391,630637,50.0,0.2
R5_4,1.0,j_20905,1,Terminated,630391,630455,50.0,0.2
R6_5,1.0,j_20905,1,Terminated,630391,630482,50.0,0.2
R9_8,1.0,j_20905,1,Terminated,630391,630550,50.0,0.2
M7_9,1.0,j_20905,1,Terminated,630391,630645,50.0,0.2
M10_9,307.0,j_20905,1,Terminated,630391,630610,50.0,0.59
R11_7_10,1.0,j_20905,1,Terminated,630391,630659,50.0,0.2
J27_3_6_11_16_17_19_24_26,1.0,j_20905,1,Terminated,630391,630804,50.0,0.2
R28_27,1.0,j_20905,1,Terminated,630391,630810,50.0,0.2
M14,11.0,j_20969,1,Terminated,220379,220421,100.0,0.3
M12,1.0,j_20969,1,Terminated,220379,220459,100.0,0.3
M1,1.0,j_20969,1,Terminated,220379,220383,100.0,0.3
M8,1189.0,j_20969,1,Terminated,220379,220401,100.0,0.3
R9_8,159.0,j_20969,1,Terminated,220401,220454,100.0,0.49
R2_1,1.0,j_20969,1,Terminated,220384,220386,100.0,0.49
R3_2,1.0,j_20969,1,Terminated,220387,220390,100.0,0.49
R4_3,1.0,j_20969,1,Terminated,220390,220393,100.0,0.39
M5,18.0,j_20969,1,Terminated,220379,220775,100.0,0.3
R6_5,19.0,j_20969,1,Terminated,220776,221096,100.0,0.49
J7_4_6,21.0,j_20969,1,Terminated,221097,221370,100.0,0.59
J10_7_9,101.0,j_20969,1,Terminated,221371,221501,100.0,0.59
M11,3602.0,j_20969,1,Terminated,220379,220419,100.0,0.3
J13_11_12,1111.0,j_20969,1,Terminated,220460,220509,100.0,0.59
J15_13_14,47.0,j_20969,1,Terminated,220510,220733,100.0,0.59
R16_15,2.0,j_20969,1,Terminated,220733,220787,100.0,0.49
R17_16,1.0,j_20969,1,Terminated,220787,220887,100.0,0.49
J18_10_17,101.0,j_20969,1,Terminated,221502,221546,100.0,0.49
M10,25.0,j_20983,1,Terminated,556719,556724,50.0,0.2
M7,52.0,j_20983,1,Terminated,556719,556722,50.0,0.2
R8_7,1.0,j_20983,1,Terminated,556719,556798,50.0,0.2
M4,25.0,j_20983,1,Terminated,556719,556728,50.0,0.2
R1_4,1.0,j_20983,1,Terminated,556719,556731,50.0,0.2
R5_4,1.0,j_20983,1,Terminated,556719,556732,50.0,0.2
R2_1,1.0,j_20983,1,Terminated,556719,556735,50.0,0.2
R9_10,1.0,j_20983,1,Terminated,556719,556728,50.0,0.2
J11_9_10,1.0,j_20983,1,Terminated,556719,556733,50.0,0.2
R3_4,1.0,j_20983,1,Terminated,556719,556731,50.0,0.2
J6_2_3_5,1.0,j_20983,1,Terminated,556719,556740,50.0,0.2
R12_6_8_11,1.0,j_20983,1,Terminated,556719,556806,50.0,0.2
M3,367.0,j_21059,1,Terminated,169580,169582,50.0,0.2
M6,562.0,j_21059,1,Terminated,169580,169584,50.0,0.3
R4_3,1.0,j_21059,1,Terminated,169580,169582,50.0,0.2
R5_4,1.0,j_21059,1,Terminated,169580,169582,50.0,0.2
R1_6,1.0,j_21059,1,Terminated,169580,169584,50.0,0.2
J2_1_3,1.0,j_21059,1,Terminated,169580,169584,50.0,0.2
J7_5_6,1.0,j_21059,1,Terminated,169580,169584,50.0,0.2
R8_7,1.0,j_21059,1,Terminated,169580,169584,50.0,0.2
J9_2_8,1.0,j_21059,1,Terminated,169580,169584,50.0,0.2
R10_9,1.0,j_21059,1,Terminated,169580,169584,50.0,0.2
R11_10,1.0,j_21059,1,Terminated,169580,169584,50.0,0.2
M4,4.0,j_21064,1,Terminated,646309,646316,100.0,0.3
M1,1.0,j_21064,1,Terminated,646309,646310,100.0,0.3
R2_1,1.0,j_21064,1,Terminated,646309,646311,100.0,0.49
R3_2,1.0,j_21064,1,Terminated,646309,646311,100.0,0.39
M7,3.0,j_21064,1,Terminated,646309,646313,100.0,0.3
M5,2.0,j_21064,1,Terminated,646309,646314,100.0,0.3
J6_4_5,7.0,j_21064,1,Terminated,646309,646316,100.0,0.59
M8,2.0,j_21064,1,Terminated,646309,646314,100.0,0.3
J9_3_6_7_8,13.0,j_21064,1,Terminated,646309,646316,100.0,0.59
J10_5_9,15.0,j_21064,1,Terminated,646309,646316,100.0,0.59
R11_10,1.0,j_21064,1,Terminated,646309,646316,100.0,0.39
M25,3338.0,j_21068,1,Terminated,579645,579683,100.0,0.3
M9,1.0,j_21068,1,Terminated,579643,579659,100.0,0.3
M23,259.0,j_21068,1,Terminated,579644,579701,100.0,0.3
M16,1.0,j_21068,1,Terminated,579643,579657,100.0,0.3
M13,42.0,j_21068,1,Terminated,579643,579776,100.0,0.3
M1,1.0,j_21068,1,Terminated,579643,579665,100.0,0.3
M10,1.0,j_21068,1,Terminated,579643,579663,100.0,0.3
M11,1.0,j_21068,1,Terminated,579643,579658,100.0,0.3
M12,190.0,j_21068,1,Terminated,579643,579676,100.0,0.3
M26,8763.0,j_21068,1,Terminated,579647,579715,100.0,0.3
J2_1_13,33.0,j_21068,1,Terminated,579776,579806,100.0,0.59
M18,1.0,j_21068,1,Terminated,579643,579667,100.0,0.3
M22,179.0,j_21068,1,Terminated,579643,579862,100.0,0.3
J14_13_22,221.0,j_21068,1,Terminated,579862,579968,100.0,0.59
R3_14,221.0,j_21068,1,Terminated,579969,579991,100.0,0.49
R15_14,221.0,j_21068,1,Terminated,579969,580000,100.0,0.49
