task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
M1,1.0,j_1,1,Terminated,419912,419912,100.0,0.2
M1,1.0,j_2,1,Terminated,87076,87083,50.0,0.2
R2_1,1.0,j_2,1,Terminated,87076,87086,50.0,0.2
M3,12846.0,j_3,1,Terminated,157213,157295,100.0,0.3
R6_3,371.0,j_3,1,Terminated,157297,157325,100.0,0.49
R1_3,371.0,j_3,1,Terminated,157297,157322,100.0,0.49
R2_1,1.0,j_3,1,Terminated,157322,157328,100.0,0.39
J4_2_3,1111.0,j_3,1,Terminated,157329,157376,100.0,0.59
R5_4,1.0,j_3,1,Terminated,157376,157381,100.0,0.39
R7_6,1.0,j_3,1,Terminated,157326,157330,100.0,0.39
J8_3_7,1111.0,j_3,1,Terminated,157331,157376,100.0,0.59
R9_8,1.0,j_3,1,Terminated,157376,157381,100.0,0.39
M1,1.0,j_7,1,Terminated,299703,299707,100.0,0.3
R2_1,1.0,j_7,1,Terminated,299707,299710,100.0,0.39
M6,1138.0,j_8,1,Terminated,316284,316297,50.0,0.2
M1,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
M8,1.0,j_8,1,Terminated,316284,316294,50.0,0.2
M11,116.0,j_8,1,Terminated,316284,316302,50.0,0.2
R2_1,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
R7_6,5.0,j_8,1,Terminated,316284,316305,50.0,0.3
R9_8,1.0,j_8,1,Terminated,316284,316294,50.0,0.2
R10_9,1.0,j_8,1,Terminated,316284,316294,50.0,0.2
J12_10_11,1.0,j_8,1,Terminated,316284,316302,50.0,0.2
M3,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
R4_3,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
R5_4,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
J13_2_5_7_12,3.0,j_8,1,Terminated,316284,316310,50.0,0.2
R14_13,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
R15_14,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
R16_15,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
R17_16,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
M1,1.0,j_15,1,Terminated,119444,119471,100.0,0.3
R2_1,1.0,j_15,1,Terminated,119444,119471,100.0,0.49
R3_2,1.0,j_15,1,Terminated,119444,119471,100.0,0.39
M4_3,1.0,j_15,1,Terminated,119444,119493,100.0,0.3
R5_4,1.0,j_15,1,Terminated,119444,119493,100.0,0.39
M1,2.0,j_25,1,Terminated,222975,222978,100.0,0.3
R2_1,1.0,j_25,1,Terminated,222975,222978,100.0,0.49
R3_2,1.0,j_25,1,Terminated,222975,222978,100.0,0.39
M1,1.0,j_31,1,Terminated,188349,188354,50.0,0.2
R2_1,1.0,j_31,1,Terminated,188349,188355,50.0,0.2
R3_2,1.0,j_31,1,Terminated,188349,188357,50.0,0.2
M1,1.0,j_34,1,Terminated,669954,669955,100.0,0.3
M3,100.0,j_34,1,Terminated,669954,669965,100.0,0.3
M6,1.0,j_34,1,Terminated,669954,669955,100.0,0.3
R7_6,1.0,j_34,1,Terminated,669954,669956,100.0,0.39
R2_1,1.0,j_34,1,Terminated,669954,669962,100.0,0.39
M4,1.0,j_34,1,Terminated,669954,669955,100.0,0.3
R5_4,1.0,j_34,1,Terminated,669954,669956,100.0,0.39
M8_5_7,141.0,j_34,1,Terminated,669954,669976,100.0,0.3
J9_2_3_8,243.0,j_34,1,Terminated,669954,669988,100.0,0.59
R10_9,243.0,j_34,1,Terminated,669954,670005,100.0,0.39
M3,1.0,j_49,1,Terminated,231440,231440,100.0,0.3
M1,1.0,j_49,1,Terminated,231440,231441,100.0,0.3
R2_1,1.0,j_49,1,Terminated,231440,231441,100.0,0.39
R4_3,1.0,j_49,1,Terminated,231440,231440,100.0,0.39
M5_4,1.0,j_49,1,Terminated,231440,231492,100.0,0.3
J6_2_5,3.0,j_49,1,Terminated,231440,231727,100.0,0.59
R7_6,3.0,j_49,1,Terminated,231440,231727,100.0,0.39
M1,1.0,j_52,1,Terminated,545783,545784,50.0,0.2
R2_1,1.0,j_52,1,Terminated,545783,545784,50.0,0.2
M2,1.0,j_66,1,Terminated,178509,178513,50.0,0.3
M1,4.0,j_66,1,Terminated,178509,178522,50.0,0.39
J3_1_2,1.0,j_66,1,Terminated,178509,178533,50.0,0.3
M1,1.0,j_73,1,Terminated,363607,363608,100.0,0.3
R2_1,1.0,j_73,1,Terminated,363607,363608,100.0,0.49
R3_2,1.0,j_73,1,Terminated,363607,363608,100.0,0.49
R4_3,1.0,j_73,1,Terminated,363607,363608,100.0,0.49
R5_4,1.0,j_73,1,Terminated,363607,363608,100.0,0.39
M1,11.0,j_76,1,Terminated,633313,633318,100.0,0.3
R2_1,5.0,j_76,1,Terminated,633313,633318,100.0,0.49
R3_2,1.0,j_76,1,Terminated,633313,633318,100.0,0.49
R4_3,1.0,j_76,1,Terminated,633313,633318,100.0,0.39
M1,1.0,j_78,1,Terminated,175026,175026,100.0,0.3
R2_1,1.0,j_78,1,Terminated,175026,175026,100.0,0.39
M5,1.0,j_79,1,Terminated,349657,349658,100.0,0.3
R2_5,1.0,j_79,1,Terminated,349657,349658,100.0,0.39
M6,1.0,j_79,1,Terminated,349657,349660,100.0,0.3
J7_5_6,3.0,j_79,1,Terminated,349657,349662,100.0,0.59
R1_5,1.0,j_79,1,Terminated,349657,349658,100.0,0.39
R3_5,1.0,j_79,1,Terminated,349657,349659,100.0,0.39
M4_1_2_3,3.0,j_79,1,Terminated,349657,349662,100.0,0.3
R8_4_7,7.0,j_79,1,Terminated,349657,349663,100.0,0.39
M1,1.0,j_81,1,Terminated,443709,443729,50.0,0.2
R2_1,1.0,j_81,1,Terminated,443709,443732,50.0,0.2
M3,108.0,j_82,1,Terminated,609606,609661,50.0,0.59
M1,1.0,j_82,1,Terminated,609606,609616,50.0,0.39
R2_1,1.0,j_82,1,Terminated,609606,609624,50.0,0.2
J4_2_3,61.0,j_82,1,Terminated,609606,609715,50.0,0.39
M1,1.0,j_87,1,Terminated,444270,444271,100.0,0.3
R2_1,1.0,j_87,1,Terminated,444270,444272,100.0,0.39
M3_2,3.0,j_87,1,Terminated,444270,444277,100.0,0.3
R4_3,3.0,j_87,1,Terminated,444270,444277,100.0,0.39
M1,1.0,j_89,1,Terminated,212262,212262,100.0,0.3
R2_1,1.0,j_89,1,Terminated,212262,212262,100.0,0.49
R3_2,1.0,j_89,1,Terminated,212262,212286,100.0,0.39
M2,1.0,j_90,1,Terminated,645686,645687,100.0,0.3
M4,1.0,j_90,1,Terminated,645686,645687,100.0,0.3
M5,1.0,j_90,1,Terminated,645686,645688,100.0,0.3
R6_5,1.0,j_90,1,Terminated,645686,645692,100.0,0.74
R7_6,1.0,j_90,1,Terminated,645686,645693,100.0,0.49
R3_2,1.0,j_90,1,Terminated,645686,645688,100.0,0.49
M1,8.0,j_90,1,Terminated,645686,645702,100.0,0.3
J8_1_3_4_7,11.0,j_90,1,Terminated,645686,645718,100.0,0.59
R9_8,11.0,j_90,1,Terminated,645686,645718,100.0,0.39
M2,1.0,j_95,1,Terminated,412627,412636,100.0,0.3
R1_2,1.0,j_95,1,Terminated,412627,412636,100.0,0.49
R3_2,1.0,j_95,1,Terminated,412627,412640,100.0,0.49
M9,1.0,j_95,1,Terminated,412627,412629,100.0,0.3
R7_9,1.0,j_95,1,Terminated,412627,412629,100.0,0.49
J4_3_9,3.0,j_95,1,Terminated,412627,412640,100.0,0.59
R10_9,1.0,j_95,1,Terminated,412627,412629,100.0,0.49
R11_10,1.0,j_95,1,Terminated,412627,412629,100.0,0.39
R8_7,1.0,j_95,1,Terminated,412627,412629,100.0,0.39
M12_8_11,3.0,j_95,1,Terminated,412627,412630,100.0,0.3
J5_4_12,15.0,j_95,1,Terminated,412627,412640,100.0,0.59
R13_12,3.0,j_95,1,Terminated,412627,412630,100.0,0.49
R6_5,15.0,j_95,1,Terminated,412627,412640,100.0,0.49
J14_1_6_13,19.0,j_95,1,Terminated,412627,412640,100.0,0.59
R15_14,1.0,j_95,1,Terminated,412627,412640,100.0,0.39
M1,1.0,j_97,1,Terminated,285823,285824,100.0,0.3
R2_1,1.0,j_97,1,Terminated,285823,285824,100.0,0.39
M3_2,1.0,j_97,1,Terminated,285823,285830,100.0,0.3
R4_3,1.0,j_97,1,Terminated,285823,285830,100.0,0.39
M1,1.0,j_98,1,Terminated,347368,347372,100.0,0.3
R2_1,1.0,j_98,1,Terminated,347372,347375,100.0,0.39
M1,2.0,j_102,1,Terminated,118960,119057,50.0,0.39
M11,251.0,j_102,1,Terminated,118960,119151,50.0,0.69
M5,13.0,j_102,1,Terminated,118960,119024,50.0,0.39
M12,9.0,j_102,1,Terminated,118960,119019,50.0,0.39
M9,1.0,j_102,1,Terminated,118960,118967,50.0,0.2
R10_9,1.0,j_102,1,Terminated,118960,118974,50.0,0.2
J13_10_11_12,281.0,j_102,1,Terminated,118960,119242,50.0,0.39
J6_5_13,5.0,j_102,1,Terminated,118960,119274,50.0,0.39
R14_13,1.0,j_102,1,Terminated,118960,119249,50.0,0.2
R7_6,1.0,j_102,1,Terminated,118960,119283,50.0,0.2
R8_7,1.0,j_102,1,Terminated,118960,119294,50.0,0.2
J2_1_13,1.0,j_102,1,Terminated,118960,119251,50.0,0.2
R3_2,1.0,j_102,1,Terminated,118960,119265,50.0,0.2
R4_3,1.0,j_102,1,Terminated,118960,119584,50.0,0.2
R15_14,1.0,j_102,1,Terminated,118960,119259,50.0,0.2
J16_4_8_15,1.0,j_102,1,Terminated,118960,119593,50.0,0.2
M1,2.0,j_119,1,Terminated,352583,352584,50.0,0.2
R2_1,1.0,j_119,1,Terminated,352583,352584,50.0,0.2
M11,1570.0,j_127,1,Terminated,160404,160433,100.0,0.49
M4,1.0,j_127,1,Terminated,160404,160407,100.0,0.3
R5_4,1.0,j_127,1,Terminated,160408,160411,100.0,0.49
R12_11,112.0,j_127,1,Terminated,160434,160464,100.0,0.49
R1_4,1.0,j_127,1,Terminated,160408,160412,100.0,0.49
M8,1.0,j_127,1,Terminated,160404,160417,100.0,0.49
M2,9.0,j_127,1,Terminated,160404,160412,100.0,0.3
R6_5,1.0,j_127,1,Terminated,160411,160416,100.0,0.39
M7_6,3.0,j_127,1,Terminated,160416,160422,100.0,0.3
J9_7_8,1.0,j_127,1,Terminated,160422,160428,100.0,0.59
R10_9,1.0,j_127,1,Terminated,160428,160740,100.0,0.49
R13_10_12,30.0,j_127,1,Terminated,160741,160774,100.0,0.49
R3_2,1.0,j_127,1,Terminated,160413,160439,100.0,0.49
J14_3_13,13.0,j_127,1,Terminated,160774,160799,100.0,0.59
R15_14,1.0,j_127,1,Terminated,160799,160823,100.0,0.49
J16_1_7_15,1.0,j_127,1,Terminated,160824,160869,100.0,0.49
M1,1.0,j_129,1,Terminated,455911,455918,100.0,0.3
R2_1,1.0,j_129,1,Terminated,455918,455925,100.0,0.39
M3_2,2223.0,j_129,1,Terminated,455926,455963,100.0,0.2
M1,2.0,j_130,1,Terminated,685036,685101,100.0,0.3
R2_1,1.0,j_130,1,Terminated,685036,685109,100.0,0.49
R3_2,1.0,j_130,1,Terminated,685036,685109,100.0,0.49
R4_3,1.0,j_130,1,Terminated,685036,685109,100.0,0.39
M1,1.0,j_131,1,Terminated,292097,292103,100.0,0.3
R2_1,1.0,j_131,1,Terminated,292097,292103,100.0,0.49
R3_2,1.0,j_131,1,Terminated,292097,292104,100.0,0.39
M1,77.0,j_137,1,Terminated,253346,253348,100.0,0.3
R2_1,1.0,j_137,1,Terminated,253346,253348,100.0,0.39
M5,2.0,j_139,1,Terminated,184260,184265,100.0,0.3
M6,1.0,j_139,1,Terminated,184260,184260,100.0,0.3
R7_6,1.0,j_139,1,Terminated,184260,184261,100.0,0.39
M4,3.0,j_139,1,Terminated,184260,184262,100.0,0.3
M3,3.0,j_139,1,Terminated,184260,184264,100.0,0.3
M10,1.0,j_139,1,Terminated,184260,184261,100.0,0.3
M1,1.0,j_139,1,Terminated,184260,184260,100.0,0.3
R2_1,1.0,j_139,1,Terminated,184260,184261,100.0,0.39
J8_2_3_4_5_7,11.0,j_139,1,Terminated,184260,184279,100.0,0.59
R9_8,11.0,j_139,1,Terminated,184260,184281,100.0,0.49
J11_9_10,13.0,j_139,1,Terminated,184260,184281,100.0,0.59
R12_11,13.0,j_139,1,Terminated,184260,184283,100.0,0.39
M1,2.0,j_142,1,Terminated,413895,413896,100.0,0.3
R2_1,1.0,j_142,1,Terminated,413895,413897,100.0,0.49
R3_2,1.0,j_142,1,Terminated,413895,413897,100.0,0.39
M1,19.0,j_144,1,Terminated,158363,158373,50.0,0.2
R2_1,1.0,j_144,1,Terminated,158363,158687,50.0,0.2
R3_2,1.0,j_144,1,Terminated,158363,158691,50.0,0.2
M3,323.0,j_145,1,Terminated,260031,260301,50.0,0.59
M1,12.0,j_145,1,Terminated,260031,260181,50.0,0.39
R2_1,39.0,j_145,1,Terminated,260031,260225,50.0,0.39
J4_2_3,507.0,j_145,1,Terminated,260031,260576,50.0,0.39
M2,1.0,j_146,1,Terminated,104607,104607,100.0,0.3
M1,2.0,j_146,1,Terminated,104607,104611,100.0,0.3
R3_2,1.0,j_146,1,Terminated,104607,104607,100.0,0.39
M4_3,1.0,j_146,1,Terminated,104607,104609,100.0,0.3
J5_1_4,3.0,j_146,1,Terminated,104607,104611,100.0,0.59
R6_5,3.0,j_146,1,Terminated,104607,104611,100.0,0.49
R7_6,1.0,j_146,1,Terminated,104607,104611,100.0,0.49
R8_7,1.0,j_146,1,Terminated,104607,104611,100.0,0.39
M1,1782.0,j_156,1,Terminated,602000,602008,100.0,0.3
R2_1,22.0,j_156,1,Terminated,602009,602016,100.0,0.39
M1,1.0,j_158,1,Terminated,599793,599795,100.0,0.3
R2_1,1.0,j_158,1,Terminated,599793,599795,100.0,0.39
M3,1.0,j_158,1,Terminated,599793,599796,100.0,0.49
J4_2_3,3.0,j_158,1,Terminated,599793,599798,100.0,0.49
M12,1.0,j_160,1,Terminated,277966,277981,100.0,0.3
M2,492.0,j_160,1,Terminated,277966,277990,100.0,0.3
M15,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
M7,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
M5,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
M3,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
R4_3,1.0,j_160,1,Terminated,277978,277981,100.0,0.39
M1,12230.0,j_160,1,Terminated,277968,278001,100.0,0.3
R16_15,1.0,j_160,1,Terminated,277978,277986,100.0,0.39
R8_7,1.0,j_160,1,Terminated,277978,277981,100.0,0.39
R6_5,1.0,j_160,1,Terminated,277978,277983,100.0,0.39
M9_4_6_8,525.0,j_160,1,Terminated,277983,278016,100.0,0.3
J10_1_2_9,1111.0,j_160,1,Terminated,278017,278112,100.0,0.79
R11_10,25.0,j_160,1,Terminated,278113,278136,100.0,0.49
J13_11_12,1.0,j_160,1,Terminated,278136,278254,100.0,0.59
R14_13,1.0,j_160,1,Terminated,278254,278259,100.0,0.39
M17_14_16,3.0,j_160,1,Terminated,278260,278265,100.0,0.3
R18_17,1.0,j_160,1,Terminated,278265,278271,100.0,0.39
M1,1.0,j_171,1,Terminated,291585,291587,100.0,0.3
R2_1,1.0,j_171,1,Terminated,291585,291587,100.0,0.39
M7,2.0,j_175,1,Terminated,511923,511925,100.0,0.3
M5,2.0,j_175,1,Terminated,511923,511927,100.0,0.3
M3,1.0,j_175,1,Terminated,511923,511924,100.0,0.3
R8_7,1.0,j_175,1,Terminated,511923,511926,100.0,0.39
R6_5,1.0,j_175,1,Terminated,511923,511928,100.0,0.39
M1,1.0,j_175,1,Terminated,511923,511924,100.0,0.3
R2_1,1.0,j_175,1,Terminated,511923,511925,100.0,0.39
R4_3,1.0,j_175,1,Terminated,511923,511925,100.0,0.39
M9_2_4_6_8,219.0,j_175,1,Terminated,511923,511933,100.0,0.3
R10_9,219.0,j_175,1,Terminated,511923,511934,100.0,0.39
M1,14.0,j_178,1,Terminated,146865,146880,100.0,0.3
R2_1,1.0,j_178,1,Terminated,146865,146880,100.0,0.39
M1,1.0,j_206,1,Terminated,100258,100259,50.0,0.2
M2,1.0,j_206,1,Terminated,100258,100259,50.0,0.2
J3_1_2,1.0,j_206,1,Terminated,100258,100260,50.0,0.2
R4_3,1.0,j_206,1,Terminated,100258,100260,50.0,0.2
M1,1.0,j_207,1,Terminated,509233,509233,50.0,0.2
M2,1.0,j_207,1,Terminated,509233,509234,50.0,0.2
J3_1_2,1.0,j_207,1,Terminated,509233,509234,50.0,0.2
M1,1.0,j_209,1,Terminated,87978,87978,100.0,0.3
R2_1,1.0,j_209,1,Terminated,87978,87978,100.0,0.39
M3_2,17.0,j_209,1,Terminated,87978,87979,100.0,0.2
M3,1.0,j_219,1,Terminated,652251,652252,100.0,0.3
M2,1.0,j_219,1,Terminated,652251,652252,100.0,0.3
M1,1.0,j_219,1,Terminated,652251,652252,100.0,0.3
R4_1_2_3,3.0,j_219,1,Terminated,652251,652252,100.0,0.49
R5_4,1.0,j_219,1,Terminated,652251,652253,100.0,0.39
M6_5,37.0,j_219,1,Terminated,652251,652255,100.0,0.3
R7_6,37.0,j_219,1,Terminated,652251,652255,100.0,0.49
R8_7,37.0,j_219,1,Terminated,652251,652255,100.0,0.39
M1,1.0,j_223,1,Terminated,550822,550840,100.0,0.3
M2,1.0,j_223,1,Terminated,550822,550839,100.0,0.3
J3_1_2,3.0,j_223,1,Terminated,550822,550840,100.0,0.59
R4_3,3.0,j_223,1,Terminated,550822,550840,100.0,0.49
R5_4,1.0,j_223,1,Terminated,550822,550840,100.0,0.39
M1,1.0,j_229,1,Terminated,561203,561204,100.0,0.3
R2_1,1.0,j_229,1,Terminated,561203,561204,100.0,0.49
R3_2,1.0,j_229,1,Terminated,561203,561205,100.0,0.39
M5,1.0,j_230,1,Terminated,668551,668552,100.0,0.3
M3,1.0,j_230,1,Terminated,668551,668553,100.0,0.3
M2,1.0,j_230,1,Terminated,668551,668554,100.0,0.3
J4_2_3,3.0,j_230,1,Terminated,668551,668554,100.0,0.59
M6,1.0,j_230,1,Terminated,668551,668555,100.0,0.3
M1,1.0,j_230,1,Terminated,668551,668553,100.0,0.3
R7_6,1.0,j_230,1,Terminated,668551,668556,100.0,0.49
J8_4_5_7,5.0,j_230,1,Terminated,668551,668557,100.0,0.59
R9_1_8,7.0,j_230,1,Terminated,668551,668557,100.0,0.39
M1,1.0,j_239,1,Terminated,458548,458549,100.0,0.3
R2_1,1.0,j_239,1,Terminated,458548,458549,100.0,0.39
M3_2,3.0,j_239,1,Terminated,458548,458557,100.0,0.3
R4_3,3.0,j_239,1,Terminated,458548,458557,100.0,0.39
M6,1.0,j_243,1,Terminated,457873,457899,50.0,0.3
M1,17.0,j_243,1,Terminated,457873,458136,50.0,0.39
M2,2.0,j_243,1,Terminated,457873,458010,50.0,0.49
M3,947.0,j_243,1,Terminated,457874,457936,50.0,0.59
J4_2_3,3.0,j_243,1,Terminated,457873,458051,50.0,0.39
J5_1_4,3.0,j_243,1,Terminated,457873,458173,50.0,0.39
J7_5_6,1.0,j_243,1,Terminated,457873,458184,50.0,0.2
M3,367.0,j_245,1,Terminated,278019,278046,50.0,0.2
M5,563.0,j_245,1,Terminated,278019,278446,50.0,0.3
R6_5,1.0,j_245,1,Terminated,278018,278451,50.0,0.2
R4_3,1.0,j_245,1,Terminated,278018,278052,50.0,0.2
J7_4_6,1.0,j_245,1,Terminated,278018,278455,50.0,0.2
R1_3,1.0,j_245,1,Terminated,278018,278052,50.0,0.2
J2_1_6,1.0,j_245,1,Terminated,278018,278456,50.0,0.2
R8_7,1.0,j_245,1,Terminated,278018,278459,50.0,0.2
J9_2_8,1.0,j_245,1,Terminated,278018,278464,50.0,0.2
R10_9,1.0,j_245,1,Terminated,278018,278467,50.0,0.2
R11_10,1.0,j_245,1,Terminated,278018,278472,50.0,0.2
M1,1.0,j_255,1,Terminated,578938,578939,100.0,0.3
R2_1,1.0,j_255,1,Terminated,578938,578939,100.0,0.39
M1,1.0,j_257,1,Terminated,578303,578344,100.0,0.3
R6_1,1.0,j_257,1,Terminated,578303,578342,100.0,0.39
R4_1,1.0,j_257,1,Terminated,578303,578344,100.0,0.39
R3_1,1.0,j_257,1,Terminated,578303,578343,100.0,0.39
R5_1,1.0,j_257,1,Terminated,578303,578344,100.0,0.39
R2_1,1.0,j_257,1,Terminated,578303,578343,100.0,0.39
M1,3.0,j_259,1,Terminated,192130,192144,100.0,0.3
M2,1.0,j_259,1,Terminated,192130,192132,100.0,0.3
J3_1_2,5.0,j_259,1,Terminated,192130,192156,100.0,0.59
R4_3,5.0,j_259,1,Terminated,192130,192157,100.0,0.39
M14,1.0,j_262,1,Terminated,388140,388144,100.0,0.3
M5,1.0,j_262,1,Terminated,388140,388145,100.0,0.3
M11,1.0,j_262,1,Terminated,388140,388145,100.0,0.3
M6,1.0,j_262,1,Terminated,388140,388149,100.0,0.3
R12_11,1.0,j_262,1,Terminated,388145,388150,100.0,0.49
R13_12,1.0,j_262,1,Terminated,388150,388154,100.0,0.49
J7_6_11,1.0,j_262,1,Terminated,388149,388158,100.0,0.59
M3,1.0,j_262,1,Terminated,388140,388144,100.0,0.3
R4_3,1.0,j_262,1,Terminated,388145,388149,100.0,0.39
M1,1.0,j_262,1,Terminated,388140,388144,100.0,0.3
R2_1,1.0,j_262,1,Terminated,388144,388148,100.0,0.39
J8_2_4_5_7,7.0,j_262,1,Terminated,388159,388166,100.0,0.59
R9_8,1.0,j_262,1,Terminated,388166,388172,100.0,0.49
R10_9,1.0,j_262,1,Terminated,388172,388177,100.0,0.49
J15_10_13_14,1.0,j_262,1,Terminated,388177,388182,100.0,0.59
R16_15,1.0,j_262,1,Terminated,388182,388188,100.0,0.49
R17_16,1.0,j_262,1,Terminated,388188,388192,100.0,0.39
M1,13.0,j_275,1,Terminated,566109,566112,50.0,0.2
R2_1,1.0,j_275,1,Terminated,566109,566116,50.0,0.2
M1,1.0,j_277,1,Terminated,498668,498669,100.0,0.3
R2_1,1.0,j_277,1,Terminated,498668,498669,100.0,0.39
M5,1.0,j_293,1,Terminated,333930,333931,100.0,0.3
M1,1.0,j_293,1,Terminated,333930,333931,100.0,0.3
M4,1.0,j_293,1,Terminated,333930,333931,100.0,0.3
J6_4_5,3.0,j_293,1,Terminated,333930,333931,100.0,0.59
M2,1.0,j_293,1,Terminated,333930,333931,100.0,0.3
J3_1_2,3.0,j_293,1,Terminated,333930,333931,100.0,0.59
R7_3_6,7.0,j_293,1,Terminated,333930,333931,100.0,0.49
R8_7,1.0,j_293,1,Terminated,333930,333931,100.0,0.49
R9_8,1.0,j_293,1,Terminated,333930,333931,100.0,0.39
M3,1.0,j_295,1,Terminated,117291,117292,50.0,0.2
R1_3,1.0,j_295,1,Terminated,117291,117292,50.0,0.2
R2_1,1.0,j_295,1,Terminated,117291,117292,50.0,0.2
R4_3,1.0,j_295,1,Terminated,117291,117292,50.0,0.2
R5_4,1.0,j_295,1,Terminated,117291,117292,50.0,0.2
M6_2_5,3.0,j_295,1,Terminated,117291,117293,50.0,0.2
M1,1.0,j_297,1,Terminated,134771,134774,100.0,0.3
R2_1,1.0,j_297,1,Terminated,134774,134777,100.0,0.39
M3_2,1.0,j_297,1,Terminated,134777,134895,100.0,0.25
M3,1.0,j_299,1,Terminated,299496,299498,50.0,0.2
M1,1.0,j_299,1,Terminated,299496,299500,50.0,0.39
R2_1,1.0,j_299,1,Terminated,299496,299500,50.0,0.2
J4_2_3,1.0,j_299,1,Terminated,299496,299503,50.0,0.2
M1,1.0,j_308,1,Terminated,112155,112159,50.0,0.2
R2_1,1.0,j_308,1,Terminated,112155,112163,50.0,0.2
M3,1.0,j_308,1,Terminated,112155,112164,50.0,0.2
R4_3,1.0,j_308,1,Terminated,112155,112170,50.0,0.2
M5_2_4,3.0,j_308,1,Terminated,112155,112193,50.0,0.3
M1,1.0,j_310,1,Terminated,513036,513037,100.0,0.3
R2_1,1.0,j_310,1,Terminated,513036,513037,100.0,0.39
M3,1.0,j_310,1,Terminated,513036,513036,100.0,0.3
R4_3,1.0,j_310,1,Terminated,513036,513037,100.0,0.39
M5_2_4,5.0,j_310,1,Terminated,513036,513042,100.0,0.35
R6_5,5.0,j_310,1,Terminated,513036,513042,100.0,0.39
M8,415.0,j_319,1,Terminated,459017,459045,100.0,0.3
M5,3.0,j_319,1,Terminated,459017,459055,100.0,0.3
R6_5,3.0,j_319,1,Terminated,459017,459065,100.0,0.49
M1,2.0,j_319,1,Terminated,459017,459035,100.0,0.3
R2_1,1.0,j_319,1,Terminated,459017,459039,100.0,0.49
R3_2,1.0,j_319,1,Terminated,459017,459042,100.0,0.39
M4_3,29.0,j_319,1,Terminated,459017,459049,100.0,0.3
J7_4_6,33.0,j_319,1,Terminated,459017,459066,100.0,0.59
J9_7_8,449.0,j_319,1,Terminated,459017,459084,100.0,0.59
R10_9,449.0,j_319,1,Terminated,459017,459085,100.0,0.49
R11_10,1.0,j_319,1,Terminated,459017,459085,100.0,0.39
M1,1.0,j_323,1,Terminated,682728,682728,50.0,0.15
R2_1,1.0,j_323,1,Terminated,682728,682728,50.0,0.15
R3_2,1.0,j_323,1,Terminated,682728,682729,50.0,0.15
M1,1581.0,j_325,1,Terminated,325963,326202,50.0,0.49
M2,2.0,j_325,1,Terminated,325963,325991,50.0,0.39
R3_2,3.0,j_325,1,Terminated,325963,326007,50.0,0.3
J4_1_3,999.0,j_325,1,Terminated,325963,326300,50.0,0.39
R5_4,3.0,j_325,1,Terminated,325963,326313,50.0,0.3
M1,1.0,j_326,1,Terminated,661506,661509,100.0,0.3
R2_1,1.0,j_326,1,Terminated,661510,661512,100.0,0.39
M1,4.0,j_328,1,Terminated,532597,532647,50.0,0.39
R2_1,3.0,j_328,1,Terminated,532597,532689,50.0,0.39
M9,3.0,j_345,1,Terminated,670122,670133,100.0,0.3
M5,4.0,j_345,1,Terminated,670122,670145,100.0,0.3
M4,1.0,j_345,1,Terminated,670122,670129,100.0,0.3
M6,56.0,j_345,1,Terminated,670122,670130,100.0,0.3
M3,34.0,j_345,1,Terminated,670122,670128,100.0,0.3
M7,20.0,j_345,1,Terminated,670122,670130,100.0,0.3
R8_6_7,77.0,j_345,1,Terminated,670122,670143,100.0,0.49
J10_8_9,81.0,j_345,1,Terminated,670122,670147,100.0,0.59
J11_5_10,85.0,j_345,1,Terminated,670122,670149,100.0,0.59
J12_4_11,87.0,j_345,1,Terminated,670122,670151,100.0,0.59
M1,1.0,j_345,1,Terminated,670122,670123,100.0,0.3
R2_1,1.0,j_345,1,Terminated,670122,670123,100.0,0.39
J13_2_3_12,123.0,j_345,1,Terminated,670122,670152,100.0,0.59
R14_13,1.0,j_345,1,Terminated,670122,670154,100.0,0.39
M1,2.0,j_346,1,Terminated,150517,150518,100.0,0.3
R2_1,1.0,j_346,1,Terminated,150517,150518,100.0,0.39
M7,21.0,j_350,1,Terminated,573971,573973,100.0,0.3
M5,3.0,j_350,1,Terminated,573971,573972,100.0,0.3
M3,30.0,j_350,1,Terminated,573971,573976,100.0,0.3
M1,2.0,j_350,1,Terminated,573971,573980,100.0,0.3
R2_1,1.0,j_350,1,Terminated,573971,573982,100.0,0.49
J4_2_3,31.0,j_350,1,Terminated,573971,573982,100.0,0.59
J6_4_5,35.0,j_350,1,Terminated,573971,573982,100.0,0.59
J8_6_7,57.0,j_350,1,Terminated,573971,573983,100.0,0.59
R9_8,57.0,j_350,1,Terminated,573971,573983,100.0,0.49
R10_9,1.0,j_350,1,Terminated,573971,573983,100.0,0.39
M1,1.0,j_352,1,Terminated,373537,373538,50.0,0.2
